first_image,second_image,answers,correct_answer,rule,action
15,-7,22,1,0,1
44,33,11,1,0,1
10,15,-5,0,0,0
-4,12,-16,0,0,0
-31,-12,-19,0,0,0
25,6,19,1,0,1
-6,-18,12,1,0,1
74,31,43,1,0,1
-27,-6,-21,0,0,0
73,39,34,1,0,1
36,18,18,1,0,1
-59,-21,-38,0,0,0
73,40,33,1,1,0
-58,-45,-13,0,1,1
-31,-22,-9,0,1,1
22,41,-19,0,1,1
7,22,-15,0,1,1
-24,-31,7,1,1,0
14,34,-20,0,1,1
-65,-45,-20,0,1,1
-1,-1,0,0,1,1
32,30,2,1,1,0
69,34,35,1,1,0
42,39,3,1,0,1
41,26,15,1,0,1
3,-1,4,1,0,1
44,4,40,1,0,1
61,30,31,1,0,1
35,32,3,1,0,1
-19,-8,-11,0,0,0
30,-2,32,1,0,1
36,42,-6,0,0,0
0,33,-33,0,0,0
12,-2,14,1,0,1
-3,11,-14,0,0,0
12,-14,26,1,0,1
28,9,19,1,0,1
-42,-35,-7,0,0,0
19,8,11,1,0,1
6,14,-8,0,0,0
-19,-3,-16,0,0,0
36,4,32,1,0,1
52,23,29,1,0,1
-14,3,-17,0,0,0
21,25,-4,0,1,1
-38,-31,-7,0,1,1
17,-6,23,1,1,0
8,-12,20,1,1,0
87,42,45,1,1,0
-4,5,-9,0,1,1
-36,-8,-28,0,1,1
-15,30,-45,0,1,1
33,35,-2,0,1,1
-52,-32,-20,0,0,0
21,7,14,1,0,1
21,1,20,1,0,1
-18,-31,13,1,0,1
-3,-42,39,1,0,1
5,17,-12,0,0,0
-6,-3,-3,0,0,0
-2,-15,13,1,0,1
-24,-21,-3,0,1,1
9,42,-33,0,1,1
55,29,26,1,1,0
15,23,-8,0,1,1
48,34,14,1,1,0
20,28,-8,0,1,1
-4,36,-40,0,1,1
31,31,0,0,1,1
38,26,12,1,1,0
9,-21,30,1,1,0
30,44,-14,0,1,1
-12,24,-36,0,1,1
38,28,10,1,1,0
15,18,-3,0,1,1
-29,-19,-10,0,1,1
-49,-45,-4,0,1,1
24,26,-2,0,1,1
7,32,-25,0,1,1
28,-4,32,1,1,0
-66,-33,-33,0,1,1
10,33,-23,0,1,1
13,-11,24,1,0,1
-53,-33,-20,0,0,0
-39,-15,-24,0,0,0
-76,-40,-36,0,0,0
45,22,23,1,0,1
-37,-31,-6,0,0,0
-12,-32,20,1,0,1
-7,-38,31,1,0,1
-45,-4,-41,0,1,1
22,-12,34,1,1,0
8,-25,33,1,1,0
2,23,-21,0,1,1
0,6,-6,0,1,1
60,34,26,1,1,0
-26,15,-41,0,1,1
32,-9,41,1,1,0
-75,-44,-31,0,1,1
-47,-11,-36,0,1,1
41,8,33,1,1,0
-2,-44,42,1,1,0
-57,-36,-21,0,1,1
59,20,39,1,1,0
49,8,41,1,1,0
22,-11,33,1,1,0
-28,-42,14,1,1,0
60,36,24,1,1,0
-51,-12,-39,0,1,1
-26,-11,-15,0,1,1
8,-23,31,1,1,0
-13,-16,3,1,0,1
-26,6,-32,0,0,0
-86,-44,-42,0,0,0
-7,20,-27,0,0,0
17,-11,28,1,0,1
20,16,4,1,0,1
-66,-38,-28,0,0,0
2,29,-27,0,0,0
47,19,28,1,0,1
-68,-45,-23,0,0,0
13,-19,32,1,0,1
-10,-25,15,1,0,1
85,44,41,1,0,1
-1,34,-35,0,0,0
-85,-44,-41,0,0,0
-5,14,-19,0,0,0
-16,-10,-6,0,0,0
19,5,14,1,1,0
14,13,1,1,1,0
-82,-41,-41,0,1,1
2,-17,19,1,1,0
-33,-20,-13,0,1,1
-23,-35,12,1,1,0
-51,-11,-40,0,1,1
39,19,20,1,1,0
-52,-39,-13,0,1,1
-1,14,-15,0,0,0
-75,-39,-36,0,0,0
-74,-37,-37,0,0,0
87,44,43,1,0,1
23,-5,28,1,0,1
48,42,6,1,0,1
-39,-36,-3,0,0,0
-12,-43,31,1,0,1
-3,-29,26,1,1,0
-7,-30,23,1,1,0
-4,4,-8,0,1,1
68,31,37,1,1,0
-27,16,-43,0,1,1
52,13,39,1,1,0
-53,-14,-39,0,1,1
-19,-35,16,1,1,0
35,2,33,1,1,0
-70,-30,-40,0,1,1
53,18,35,1,1,0
51,9,42,1,1,0
66,33,33,1,1,0
49,20,29,1,1,0
66,42,24,1,1,0
-14,17,-31,0,1,1
-33,-12,-21,0,1,1
-10,-32,22,1,0,1
3,2,1,1,0,1
10,-23,33,1,0,1
6,-30,36,1,0,1
-35,-30,-5,0,0,0
-48,-18,-30,0,0,0
24,38,-14,0,0,0
-61,-22,-39,0,0,0
60,42,18,1,0,1
-47,-16,-31,0,0,0
-2,43,-45,0,0,0
-11,-15,4,1,0,1
-17,4,-21,0,0,0
1,-37,38,1,1,0
-12,-37,25,1,1,0
-33,-26,-7,0,1,1
-24,-28,4,1,1,0
-19,-8,-11,0,1,1
40,12,28,1,1,0
-80,-38,-42,0,1,1
30,-8,38,1,1,0
21,38,-17,0,1,1
22,42,-20,0,1,1
-9,18,-27,0,1,1
8,29,-21,0,1,1
-1,42,-43,0,1,1
-80,-45,-35,0,1,1
12,-1,13,1,1,0
17,-11,28,1,1,0
-64,-37,-27,0,1,1
-53,-15,-38,0,1,1
-42,-45,3,1,1,0
-7,-5,-2,0,1,1
6,-15,21,1,1,0
70,39,31,1,0,1
-33,-39,6,1,0,1
25,24,1,1,0,1
21,7,14,1,0,1
-19,-15,-4,0,0,0
-34,-14,-20,0,0,0
46,40,6,1,0,1
-43,-35,-8,0,0,0
-3,-9,6,1,0,1
25,43,-18,0,0,0
20,2,18,1,1,0
18,21,-3,0,1,1
-43,-23,-20,0,1,1
-65,-44,-21,0,1,1
-44,-20,-24,0,1,1
-27,8,-35,0,1,1
51,11,40,1,1,0
-85,-44,-41,0,1,1
15,44,-29,0,1,1
18,-8,26,1,1,0
0,-37,37,1,1,0
45,26,19,1,1,0
-67,-23,-44,0,1,1
6,-12,18,1,1,0
-26,-44,18,1,1,0
-24,-28,4,1,1,0
5,43,-38,0,0,0
22,5,17,1,0,1
32,40,-8,0,0,0
-8,-29,21,1,0,1
-6,29,-35,0,0,0
-62,-18,-44,0,0,0
-48,-15,-33,0,0,0
27,0,27,1,0,1
-41,-30,-11,0,0,0
23,32,-9,0,0,0
10,29,-19,0,0,0
-5,40,-45,0,0,0
-58,-16,-42,0,1,1
-50,-38,-12,0,1,1
-16,-39,23,1,1,0
-46,-7,-39,0,1,1
-24,2,-26,0,1,1
37,-7,44,1,1,0
-3,-45,42,1,1,0
-22,12,-34,0,1,1
81,44,37,1,1,0
31,30,1,1,1,0
-6,2,-8,0,1,1
-57,-21,-36,0,1,1
21,11,10,1,0,1
-15,20,-35,0,0,0
-45,-2,-43,0,0,0
11,-14,25,1,0,1
18,-14,32,1,0,1
27,-3,30,1,0,1
-87,-42,-45,0,0,0
-7,32,-39,0,0,0
5,-3,8,1,0,1
-18,16,-34,0,0,0
-49,-34,-15,0,0,0
14,-15,29,1,0,1
48,8,40,1,0,1
53,13,40,1,0,1
-69,-37,-32,0,0,0
1,-23,24,1,0,1
-3,11,-14,0,0,0
-14,15,-29,0,0,0
36,10,26,1,0,1
-5,35,-40,0,1,1
-43,-3,-40,0,1,1
17,11,6,1,1,0
4,2,2,1,1,0
46,22,24,1,1,0
1,-35,36,1,1,0
-62,-45,-17,0,1,1
-8,21,-29,0,1,1
-51,-39,-12,0,1,1
5,35,-30,0,1,1
5,41,-36,0,0,0
-73,-45,-28,0,0,0
47,30,17,1,0,1
7,37,-30,0,0,0
79,44,35,1,0,1
-9,20,-29,0,0,0
33,9,24,1,0,1
-30,7,-37,0,0,0
-49,-16,-33,0,0,0
-56,-40,-16,0,0,0
-30,-4,-26,0,0,0
-18,-9,-9,0,0,0
-31,-41,10,1,0,1
33,43,-10,0,0,0
48,32,16,1,0,1
51,17,34,1,0,1
-81,-41,-40,0,1,1
-1,-34,33,1,1,0
23,30,-7,0,1,1
20,-24,44,1,1,0
-47,-41,-6,0,1,1
-6,-38,32,1,1,0
28,38,-10,0,1,1
-71,-35,-36,0,1,1
41,8,33,1,1,0
-54,-25,-29,0,1,1
51,10,41,1,1,0
-60,-45,-15,0,1,1
2,-8,10,1,1,0
3,33,-30,0,1,1
12,-25,37,1,1,0
77,34,43,1,1,0
-22,-15,-7,0,1,1
-49,-32,-17,0,1,1
20,-4,24,1,1,0
48,39,9,1,1,0
41,31,10,1,1,0
6,11,-5,0,0,0
-26,10,-36,0,0,0
8,15,-7,0,0,0
9,16,-7,0,0,0
21,8,13,1,0,1
7,15,-8,0,0,0
-30,2,-32,0,0,0
-30,-37,7,1,0,1
-32,3,-35,0,0,0
-59,-15,-44,0,0,0
57,13,44,1,0,1
-32,-25,-7,0,0,0
25,27,-2,0,0,0
9,32,-23,0,1,1
-19,3,-22,0,1,1
-49,-41,-8,0,1,1
25,41,-16,0,1,1
-2,-39,37,1,1,0
32,29,3,1,1,0
5,-21,26,1,1,0
-53,-32,-21,0,1,1
-58,-40,-18,0,0,0
-40,-8,-32,0,0,0
-20,-12,-8,0,0,0
-37,2,-39,0,0,0
45,39,6,1,0,1
34,-1,35,1,0,1
-5,-26,21,1,0,1
-51,-36,-15,0,0,0
-26,-12,-14,0,0,0
-5,38,-43,0,0,0
41,29,12,1,0,1
-32,10,-42,0,0,0
88,44,44,1,0,1
60,42,18,1,0,1
44,40,4,1,0,1
-17,-43,26,1,0,1
-6,31,-37,0,0,0
-27,-15,-12,0,0,0
60,29,31,1,0,1
61,39,22,1,0,1
-27,2,-29,0,0,0
-28,8,-36,0,1,1
14,-21,35,1,1,0
26,-1,27,1,1,0
2,40,-38,0,1,1
-39,-18,-21,0,1,1
66,40,26,1,1,0
11,8,3,1,1,0
52,18,34,1,1,0
20,15,5,1,1,0
-25,-44,19,1,1,0
14,32,-18,0,1,1
-16,-39,23,1,0,1
-8,37,-45,0,0,0
31,11,20,1,0,1
35,27,8,1,0,1
24,16,8,1,0,1
34,22,12,1,0,1
-86,-45,-41,0,0,0
-78,-40,-38,0,0,0
23,-2,25,1,0,1
0,-45,45,1,0,1
72,44,28,1,0,1
-75,-42,-33,0,0,0
-42,-19,-23,0,0,0
4,19,-15,0,0,0
8,-4,12,1,0,1
3,-11,14,1,0,1
-63,-20,-43,0,0,0
-19,3,-22,0,0,0
-2,23,-25,0,0,0
38,-7,45,1,0,1
-11,-42,31,1,0,1
-23,-10,-13,0,1,1
-45,-28,-17,0,1,1
-3,-42,39,1,1,0
-16,27,-43,0,1,1
58,13,45,1,1,0
68,28,40,1,1,0
38,1,37,1,1,0
34,21,13,1,1,0
-20,-40,20,1,1,0
26,10,16,1,1,0
79,36,43,1,1,0
39,14,25,1,1,0
39,41,-2,0,1,1
56,27,29,1,1,0
-6,26,-32,0,1,1
36,43,-7,0,1,1
-74,-42,-32,0,1,1
7,12,-5,0,1,1
-34,-23,-11,0,0,0
-12,18,-30,0,0,0
-34,-13,-21,0,0,0
7,8,-1,0,0,0
20,28,-8,0,0,0
46,15,31,1,0,1
53,11,42,1,0,1
-27,-34,7,1,0,1
-64,-44,-20,0,0,0
58,23,35,1,1,0
76,32,44,1,1,0
25,-15,40,1,1,0
-26,7,-33,0,1,1
14,-26,40,1,1,0
-14,-15,1,1,1,0
-58,-25,-33,0,1,1
-16,20,-36,0,1,1
1,-19,20,1,1,0
-26,-9,-17,0,1,1
-63,-45,-18,0,0,0
15,12,3,1,0,1
5,-12,17,1,0,1
34,38,-4,0,0,0
-67,-27,-40,0,0,0
27,-17,44,1,0,1
2,-43,45,1,0,1
22,29,-7,0,0,0
62,32,30,1,0,1
40,32,8,1,0,1
77,41,36,1,0,1
28,16,12,1,0,1
-13,-19,6,1,0,1
7,44,-37,0,1,1
-6,-22,16,1,1,0
-10,23,-33,0,1,1
-23,-28,5,1,1,0
-26,5,-31,0,1,1
43,13,30,1,1,0
11,40,-29,0,1,1
-40,3,-43,0,1,1
-29,10,-39,0,1,1
-31,7,-38,0,1,1
-8,-32,24,1,1,0
65,43,22,1,0,1
63,19,44,1,0,1
61,19,42,1,0,1
83,43,40,1,0,1
-11,-34,23,1,0,1
-47,-22,-25,0,0,0
-22,-30,8,1,0,1
-3,18,-21,0,0,0
-41,-28,-13,0,0,0
44,18,26,1,0,1
3,-25,28,1,1,0
-28,-41,13,1,1,0
-48,-42,-6,0,1,1
1,-4,5,1,1,0
42,27,15,1,1,0
11,-10,21,1,1,0
43,24,19,1,1,0
66,44,22,1,1,0
4,3,1,1,1,0
-20,2,-22,0,1,1
-64,-33,-31,0,1,1
-21,15,-36,0,0,0
-47,-19,-28,0,0,0
1,-24,25,1,0,1
-18,-7,-11,0,0,0
-50,-10,-40,0,0,0
0,-30,30,1,0,1
-45,-2,-43,0,0,0
-13,19,-32,0,0,0
-29,6,-35,0,0,0
41,26,15,1,0,1
24,23,1,1,0,1
10,-11,21,1,0,1
36,11,25,1,0,1
39,16,23,1,0,1
-32,-15,-17,0,0,0
4,41,-37,0,0,0
59,39,20,1,0,1
-73,-31,-42,0,0,0
48,41,7,1,0,1
69,28,41,1,0,1
-6,34,-40,0,0,0
57,14,43,1,1,0
-56,-38,-18,0,1,1
-27,-30,3,1,1,0
9,27,-18,0,1,1
-3,-5,2,1,1,0
16,-13,29,1,1,0
79,34,45,1,1,0
-51,-22,-29,0,1,1
-1,-32,31,1,0,1
31,30,1,1,0,1
-3,-5,2,1,0,1
-28,1,-29,0,0,0
0,-6,6,1,0,1
30,43,-13,0,0,0
11,14,-3,0,0,0
1,7,-6,0,0,0
-19,-7,-12,0,0,0
-34,-24,-10,0,0,0
-7,29,-36,0,0,0
-40,-22,-18,0,0,0
-30,-29,-1,0,0,0
45,17,28,1,0,1
11,38,-27,0,0,0
-84,-44,-40,0,0,0
29,22,7,1,0,1
3,-35,38,1,0,1
8,42,-34,0,0,0
16,10,6,1,0,1
16,-20,36,1,0,1
74,35,39,1,1,0
47,11,36,1,1,0
-54,-41,-13,0,1,1
23,18,5,1,1,0
27,29,-2,0,1,1
-39,-45,6,1,1,0
15,17,-2,0,1,1
-2,33,-35,0,1,1
15,39,-24,0,1,1
23,44,-21,0,1,1
47,7,40,1,1,0
-32,-37,5,1,1,0
12,36,-24,0,1,1
19,30,-11,0,0,0
37,-4,41,1,0,1
-18,-39,21,1,0,1
39,3,36,1,0,1
-7,-20,13,1,0,1
75,42,33,1,0,1
-54,-26,-28,0,0,0
54,32,22,1,0,1
-27,4,-31,0,0,0
10,34,-24,0,1,1
-59,-41,-18,0,1,1
-11,-20,9,1,1,0
-55,-36,-19,0,1,1
8,12,-4,0,1,1
-59,-31,-28,0,1,1
-58,-33,-25,0,1,1
-63,-19,-44,0,1,1
16,32,-16,0,1,1
58,35,23,1,1,0
-55,-37,-18,0,1,1
24,20,4,1,0,1
2,-26,28,1,0,1
26,-16,42,1,0,1
23,43,-20,0,0,0
-59,-34,-25,0,0,0
-40,-26,-14,0,0,0
4,11,-7,0,0,0
29,29,0,0,0,0
0,4,-4,0,0,0
-39,-3,-36,0,0,0
18,33,-15,0,0,0
-24,-13,-11,0,0,0
23,-1,24,1,0,1
10,32,-22,0,0,0
-34,-43,9,1,0,1
-35,-20,-15,0,0,0
-37,-39,2,1,0,1
15,-27,42,1,0,1
-48,-34,-14,0,1,1
-20,-4,-16,0,1,1
12,-4,16,1,1,0
-38,-25,-13,0,1,1
59,25,34,1,1,0
-52,-33,-19,0,1,1
33,19,14,1,1,0
-12,10,-22,0,1,1
9,-12,21,1,1,0
7,-28,35,1,1,0
-21,22,-43,0,1,1
-11,-22,11,1,1,0
-3,35,-38,0,1,1
-11,28,-39,0,1,1
6,23,-17,0,1,1
-39,-39,0,0,1,1
-11,-27,16,1,1,0
-22,21,-43,0,1,1
-15,0,-15,0,1,1
-57,-15,-42,0,1,1
-16,-23,7,1,0,1
-1,30,-31,0,0,0
12,40,-28,0,0,0
43,11,32,1,0,1
-65,-38,-27,0,0,0
-18,-41,23,1,0,1
17,14,3,1,0,1
-17,-44,27,1,0,1
22,11,11,1,1,0
20,-12,32,1,1,0
36,40,-4,0,1,1
8,6,2,1,1,0
-1,11,-12,0,1,1
18,-24,42,1,1,0
-1,-5,4,1,1,0
13,-16,29,1,1,0
-34,-9,-25,0,1,1
-8,-16,8,1,1,0
62,28,34,1,1,0
0,-14,14,1,1,0
-28,13,-41,0,1,1
-63,-33,-30,0,0,0
15,-18,33,1,0,1
-15,-23,8,1,0,1
12,-8,20,1,0,1
38,41,-3,0,0,0
-13,12,-25,0,0,0
0,-43,43,1,0,1
-45,-26,-19,0,0,0
61,31,30,1,0,1
29,17,12,1,0,1
-36,-32,-4,0,0,0
-52,-10,-42,0,0,0
42,40,2,1,0,1
-2,42,-44,0,0,0
-68,-28,-40,0,0,0
7,26,-19,0,0,0
-1,-18,17,1,0,1
38,16,22,1,0,1
18,-26,44,1,0,1
-19,-26,7,1,1,0
62,26,36,1,1,0
-10,-20,10,1,1,0
-42,-28,-14,0,1,1
-24,-42,18,1,1,0
-20,-19,-1,0,1,1
-76,-31,-45,0,1,1
63,20,43,1,1,0
-33,0,-33,0,1,1
-33,-4,-29,0,1,1
-14,-36,22,1,1,0
44,7,37,1,1,0
70,37,33,1,1,0
-7,-20,13,1,1,0
-5,36,-41,0,1,1
-58,-29,-29,0,1,1
21,28,-7,0,1,1
-11,34,-45,0,1,1
55,15,40,1,1,0
5,29,-24,0,1,1
44,43,1,1,0,1
51,16,35,1,0,1
24,6,18,1,0,1
-72,-36,-36,0,0,0
-27,-30,3,1,0,1
0,10,-10,0,0,0
14,-23,37,1,0,1
61,40,21,1,0,1
-60,-45,-15,0,0,0
10,28,-18,0,0,0
-31,-27,-4,0,0,0
-46,-33,-13,0,0,0
7,-20,27,1,0,1
28,42,-14,0,0,0
35,26,9,1,0,1
-47,-3,-44,0,0,0
-50,-15,-35,0,1,1
-21,-12,-9,0,1,1
-43,-30,-13,0,1,1
8,-12,20,1,1,0
6,-16,22,1,1,0
14,-18,32,1,1,0
48,17,31,1,1,0
2,33,-31,0,1,1
10,4,6,1,0,1
-44,-11,-33,0,0,0
-66,-39,-27,0,0,0
8,-29,37,1,0,1
21,-7,28,1,0,1
-69,-31,-38,0,0,0
-7,-9,2,1,0,1
6,41,-35,0,0,0
-20,22,-42,0,1,1
-51,-34,-17,0,1,1
30,29,1,1,1,0
22,1,21,1,1,0
-40,-2,-38,0,1,1
40,41,-1,0,1,1
38,4,34,1,1,0
8,-11,19,1,1,0
62,35,27,1,1,0
29,26,3,1,0,1
16,22,-6,0,0,0
40,24,16,1,0,1
16,44,-28,0,0,0
32,39,-7,0,0,0
42,33,9,1,0,1
45,29,16,1,0,1
30,8,22,1,0,1
-31,-34,3,1,0,1
64,30,34,1,0,1
18,-12,30,1,0,1
34,39,-5,0,1,1
52,19,33,1,1,0
-8,-38,30,1,1,0
-15,-32,17,1,1,0
-34,-10,-24,0,1,1
-57,-23,-34,0,1,1
-50,-32,-18,0,1,1
1,3,-2,0,1,1
-1,0,-1,0,1,1
-7,-9,2,1,1,0
-12,10,-22,0,1,1
-50,-7,-43,0,1,1
3,34,-31,0,1,1
-38,-16,-22,0,1,1
-44,-26,-18,0,1,1
-43,-6,-37,0,1,1
61,38,23,1,1,0
-76,-37,-39,0,1,1
68,38,30,1,1,0
32,43,-11,0,0,0
-43,-39,-4,0,0,0
-14,-2,-12,0,0,0
29,36,-7,0,0,0
-46,-27,-19,0,0,0
-48,-45,-3,0,0,0
35,16,19,1,0,1
12,-2,14,1,0,1
-38,-32,-6,0,1,1
-29,-21,-8,0,1,1
81,42,39,1,1,0
-8,7,-15,0,1,1
36,3,33,1,1,0
-2,-4,2,1,1,0
-34,-19,-15,0,1,1
-21,-28,7,1,1,0
-1,-6,5,1,1,0
-21,-19,-2,0,1,1
14,-31,45,1,1,0
36,-9,45,1,1,0
67,24,43,1,1,0
-76,-38,-38,0,1,1
2,15,-13,0,1,1
52,34,18,1,1,0
-13,-13,0,0,1,1
42,6,36,1,1,0
-86,-42,-44,0,1,1
-38,-38,0,0,1,1
34,40,-6,0,1,1
8,31,-23,0,0,0
3,-17,20,1,0,1
12,-25,37,1,0,1
36,17,19,1,0,1
-28,7,-35,0,0,0
-30,-2,-28,0,0,0
42,2,40,1,0,1
-37,-11,-26,0,0,0
-19,6,-25,0,0,0
19,-25,44,1,0,1
50,38,12,1,0,1
24,29,-5,0,0,0
-30,2,-32,0,0,0
-21,16,-37,0,0,0
-12,-44,32,1,0,1
-10,-2,-8,0,0,0
-39,-42,3,1,0,1
19,34,-15,0,0,0
10,26,-16,0,1,1
-11,30,-41,0,1,1
20,-4,24,1,1,0
38,14,24,1,1,0
4,14,-10,0,1,1
20,1,19,1,1,0
-21,4,-25,0,1,1
-19,-7,-12,0,1,1
40,0,40,1,0,1
-10,11,-21,0,0,0
46,12,34,1,0,1
-40,2,-42,0,0,0
45,43,2,1,0,1
41,36,5,1,0,1
-35,-41,6,1,0,1
14,29,-15,0,0,0
31,-10,41,1,0,1
48,13,35,1,0,1
-56,-13,-43,0,0,0
-40,2,-42,0,0,0
41,0,41,1,0,1
-16,8,-24,0,0,0
15,23,-8,0,0,0
-49,-5,-44,0,0,0
56,30,26,1,0,1
-55,-11,-44,0,0,0
16,-7,23,1,0,1
-68,-40,-28,0,0,0
-27,10,-37,0,0,0
-66,-38,-28,0,1,1
16,-24,40,1,1,0
46,16,30,1,1,0
-10,2,-12,0,1,1
5,27,-22,0,1,1
-33,-4,-29,0,1,1
-54,-14,-40,0,1,1
18,22,-4,0,1,1
41,26,15,1,1,0
-64,-43,-21,0,1,1
-62,-22,-40,0,1,1
2,31,-29,0,1,1
67,27,40,1,1,0
1,-20,21,1,1,0
-3,-26,23,1,1,0
31,11,20,1,1,0
-4,0,-4,0,1,1
-13,-30,17,1,1,0
-38,-12,-26,0,1,1
-49,-36,-13,0,1,1
16,-27,43,1,1,0
-2,17,-19,0,0,0
82,37,45,1,0,1
-40,-45,5,1,0,1
56,38,18,1,0,1
24,23,1,1,0,1
-53,-44,-9,0,0,0
38,15,23,1,0,1
20,1,19,1,0,1
-81,-44,-37,0,0,0
-3,-41,38,1,0,1
21,44,-23,0,1,1
-4,40,-44,0,1,1
63,43,20,1,1,0
-40,-45,5,1,1,0
51,38,13,1,1,0
24,-12,36,1,1,0
-28,-43,15,1,1,0
1,38,-37,0,1,1
-48,-24,-24,0,1,1
72,42,30,1,1,0
58,15,43,1,1,0
-6,26,-32,0,1,1
61,28,33,1,1,0
5,10,-5,0,1,1
23,-14,37,1,1,0
45,14,31,1,1,0
21,-22,43,1,1,0
51,18,33,1,1,0
7,33,-26,0,1,1
61,27,34,1,1,0
3,-6,9,1,1,0
-75,-42,-33,0,0,0
-10,-6,-4,0,0,0
82,44,38,1,0,1
-57,-40,-17,0,0,0
9,-5,14,1,0,1
45,16,29,1,0,1
11,25,-14,0,0,0
23,43,-20,0,0,0
-5,-5,0,0,0,0
-10,22,-32,0,0,0
-7,-18,11,1,0,1
34,39,-5,0,0,0
4,-2,6,1,0,1
23,18,5,1,0,1
-29,16,-45,0,0,0
41,31,10,1,0,1
-29,-19,-10,0,0,0
-1,26,-27,0,0,0
-11,-39,28,1,0,1
-23,8,-31,0,0,0
-47,-34,-13,0,0,0
31,33,-2,0,1,1
-8,-5,-3,0,1,1
-14,-40,26,1,1,0
73,32,41,1,1,0
-45,-15,-30,0,1,1
-17,-34,17,1,1,0
17,-4,21,1,1,0
39,40,-1,0,1,1
74,41,33,1,1,0
-34,6,-40,0,1,1
15,40,-25,0,1,1
-57,-17,-40,0,1,1
4,41,-37,0,1,1
-51,-17,-34,0,1,1
-48,-20,-28,0,1,1
17,23,-6,0,1,1
-1,23,-24,0,1,1
-3,25,-28,0,1,1
-82,-38,-44,0,1,1
55,19,36,1,0,1
31,25,6,1,0,1
87,44,43,1,0,1
59,21,38,1,0,1
-28,-45,17,1,0,1
-74,-36,-38,0,0,0
16,43,-27,0,0,0
-4,21,-25,0,0,0
-3,-7,4,1,1,0
-35,-3,-32,0,1,1
-23,1,-24,0,1,1
61,17,44,1,1,0
37,33,4,1,1,0
-37,7,-44,0,1,1
-23,-24,1,1,1,0
-28,-15,-13,0,1,1
-32,-20,-12,0,1,1
4,-6,10,1,0,1
-14,22,-36,0,0,0
-34,-8,-26,0,0,0
21,35,-14,0,0,0
-29,-29,0,0,0,0
-55,-37,-18,0,0,0
32,19,13,1,0,1
0,17,-17,0,0,0
-32,-40,8,1,0,1
-47,-22,-25,0,1,1
4,33,-29,0,1,1
3,25,-22,0,1,1
60,22,38,1,1,0
17,44,-27,0,1,1
-72,-45,-27,0,1,1
-22,-37,15,1,1,0
46,8,38,1,1,0
-78,-33,-45,0,1,1
-21,-20,-1,0,0,0
7,-29,36,1,0,1
15,19,-4,0,0,0
-16,-37,21,1,0,1
-72,-30,-42,0,0,0
-13,-11,-2,0,0,0
-23,-1,-22,0,0,0
-15,5,-20,0,0,0
51,24,27,1,0,1
-10,8,-18,0,0,0
17,19,-2,0,0,0
24,44,-20,0,0,0
-52,-18,-34,0,0,0
-37,-43,6,1,0,1
53,21,32,1,0,1
50,31,19,1,0,1
16,-1,17,1,0,1
-65,-31,-34,0,0,0
26,23,3,1,0,1
-4,33,-37,0,0,0
-64,-19,-45,0,0,0
48,18,30,1,1,0
58,13,45,1,1,0
15,-30,45,1,1,0
-7,38,-45,0,1,1
86,43,43,1,1,0
4,-15,19,1,1,0
46,37,9,1,1,0
0,-14,14,1,1,0
4,24,-20,0,1,1
-21,-32,11,1,1,0
12,42,-30,0,1,1
41,35,6,1,1,0
-27,-43,16,1,1,0
-58,-35,-23,0,1,1
-13,-26,13,1,1,0
-19,-36,17,1,1,0
0,37,-37,0,1,1
-57,-30,-27,0,1,1
-12,24,-36,0,1,1
38,24,14,1,1,0
-35,7,-42,0,1,1
-46,-18,-28,0,0,0
7,15,-8,0,0,0
-70,-27,-43,0,0,0
-10,-43,33,1,0,1
-20,-10,-10,0,0,0
34,3,31,1,0,1
-3,24,-27,0,0,0
-46,-4,-42,0,0,0
-25,-17,-8,0,0,0
23,44,-21,0,0,0
-1,31,-32,0,0,0
-10,15,-25,0,0,0
-57,-34,-23,0,0,0
-34,-27,-7,0,0,0
-25,-44,19,1,0,1
46,16,30,1,0,1
-72,-35,-37,0,0,0
-17,-19,2,1,0,1
-28,-3,-25,0,0,0
26,21,5,1,0,1
19,9,10,1,0,1
1,39,-38,0,1,1
-39,-34,-5,0,1,1
32,20,12,1,1,0
27,43,-16,0,1,1
-31,-3,-28,0,1,1
5,4,1,1,1,0
-42,-11,-31,0,1,1
-43,-36,-7,0,1,1
61,40,21,1,1,0
-35,-13,-22,0,1,1
30,44,-14,0,0,0
-30,-11,-19,0,0,0
-6,-27,21,1,0,1
-13,-43,30,1,0,1
55,35,20,1,0,1
-6,35,-41,0,0,0
-28,-35,7,1,0,1
66,26,40,1,0,1
-83,-38,-45,0,0,0
-50,-5,-45,0,0,0
39,12,27,1,0,1
33,14,19,1,0,1
8,-30,38,1,0,1
27,23,4,1,0,1
-18,-43,25,1,0,1
-11,-22,11,1,0,1
-30,-12,-18,0,0,0
73,42,31,1,0,1
-82,-40,-42,0,0,0
65,42,23,1,0,1
-29,-32,3,1,0,1
-8,-5,-3,0,1,1
56,33,23,1,1,0
17,-14,31,1,1,0
-19,25,-44,0,1,1
-23,2,-25,0,1,1
5,-36,41,1,1,0
-75,-45,-30,0,1,1
-6,33,-39,0,1,1
2,24,-22,0,0,0
27,16,11,1,0,1
30,-5,35,1,0,1
-80,-36,-44,0,0,0
-2,-32,30,1,0,1
69,29,40,1,0,1
-33,-1,-32,0,0,0
-69,-34,-35,0,0,0
30,17,13,1,0,1
-70,-38,-32,0,1,1
